assembly,village,candidate,party,votes,rank_in_ac,is_top4
Adampur,Khassa Mahajan,Krishan Gangwa Parjapati,JJP,9,5,0
Adampur,Khassa Mahajan,Rajesh Kumar,,4,6,0
Adampur,Khassa Mahajan,Ramphal,,0,7,0
Adampur,Khassa Mahajan,Renu Chahal Balsamand,,4,8,0
Adampur,Khassa Mahajan,Parmod Baswana,,0,9,0
Adampur,Khassa Mahajan,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Khassa Mahajan,Baljeet Singh,,1,11,0
Adampur,Khassa Mahajan,Amit,,0,12,0
Adampur,Kishangarh,Chander Parkash S/O Arjun Lal,INC,1027,1,1
Adampur,Kishangarh,Bhavya Bishnoi,BJP,627,2,1
Adampur,Kishangarh,Randeep Choudaryvas,INLD,25,3,1
Adampur,Kishangarh,Bhupender Beniwal,,10,4,1
Adampur,Kishangarh,Krishan Gangwa Parjapati,JJP,9,5,0
Adampur,Kishangarh,Rajesh Kumar,,5,6,0
Adampur,Kishangarh,Ramphal,,0,7,0
Adampur,Kishangarh,Renu Chahal Balsamand,,1,8,0
Adampur,Kishangarh,Parmod Baswana,,0,9,0
Adampur,Kishangarh,Chander Parkash S/O Raja Ram,,1,10,0
Adampur,Kishangarh,Baljeet Singh,,0,11,0
Adampur,Kishangarh,Amit,,1,12,0
Adampur,Kohli,Chander Parkash S/O Arjun Lal,INC,1287,1,1
Adampur,Kohli,Bhavya Bishnoi,BJP,1196,2,1
Adampur,Kohli,Randeep Choudaryvas,INLD,33,3,1
Adampur,Kohli,Bhupender Beniwal,,26,4,1
Adampur,Kohli,Krishan Gangwa Parjapati,JJP,31,5,0
Adampur,Kohli,Rajesh Kumar,,8,6,0
Adampur,Kohli,Ramphal,,2,7,0
Adampur,Kohli,Renu Chahal Balsamand,,3,8,0
Adampur,Kohli,Parmod Baswana,,1,9,0
Adampur,Kohli,Chander Parkash S/O Raja Ram,,11,10,0
Adampur,Kohli,Baljeet Singh,,1,11,0
Adampur,Kohli,Amit,,1,12,0
Adampur,Kutiyakheri,Chander Parkash S/O Arjun Lal,INC,318,1,1
Adampur,Kutiyakheri,Bhavya Bishnoi,BJP,96,2,1
Adampur,Kutiyakheri,Randeep Choudaryvas,INLD,5,3,1
Adampur,Kutiyakheri,Bhupender Beniwal,,13,4,1
Adampur,Kutiyakheri,Krishan Gangwa Parjapati,JJP,6,5,0
Adampur,Kutiyakheri,Rajesh Kumar,,0,6,0
Adampur,Kutiyakheri,Ramphal,,0,7,0
Adampur,Kutiyakheri,Renu Chahal Balsamand,,0,8,0
Adampur,Kutiyakheri,Parmod Baswana,,1,9,0
Adampur,Kutiyakheri,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Kutiyakheri,Baljeet Singh,,0,11,0
Adampur,Kutiyakheri,Amit,,0,12,0
Adampur,Ladwi,Chander Parkash S/O Arjun Lal,INC,863,1,1
Adampur,Ladwi,Bhavya Bishnoi,BJP,1145,2,1
Adampur,Ladwi,Randeep Choudaryvas,INLD,87,3,1
Adampur,Ladwi,Bhupender Beniwal,,33,4,1
Adampur,Ladwi,Krishan Gangwa Parjapati,JJP,116,5,0
Adampur,Ladwi,Rajesh Kumar,,4,6,0
Adampur,Ladwi,Ramphal,,3,7,0
Adampur,Ladwi,Renu Chahal Balsamand,,2,8,0
Adampur,Ladwi,Parmod Baswana,,2,9,0
Adampur,Ladwi,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Ladwi,Baljeet Singh,,0,11,0
Adampur,Ladwi,Amit,,0,12,0
Adampur,Mahalsara,Chander Parkash S/O Arjun Lal,INC,195,1,1
Adampur,Mahalsara,Bhavya Bishnoi,BJP,693,2,1
Adampur,Mahalsara,Randeep Choudaryvas,INLD,0,3,1
Adampur,Mahalsara,Bhupender Beniwal,,7,4,1
Adampur,Mahalsara,Krishan Gangwa Parjapati,JJP,5,5,0
Adampur,Mahalsara,Rajesh Kumar,,2,6,0
Adampur,Mahalsara,Ramphal,,3,7,0
Adampur,Mahalsara,Renu Chahal Balsamand,,1,8,0
Adampur,Mahalsara,Parmod Baswana,,0,9,0
Adampur,Mahalsara,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Mahalsara,Baljeet Singh,,0,11,0
Adampur,Mahalsara,Amit,,1,12,0
Adampur,Mallaipur,Chander Parkash S/O Arjun Lal,INC,913,1,1
Adampur,Mallaipur,Bhavya Bishnoi,BJP,819,2,1
Adampur,Mallaipur,Randeep Choudaryvas,INLD,28,3,1
Adampur,Mallaipur,Bhupender Beniwal,,8,4,1
Adampur,Mallaipur,Krishan Gangwa Parjapati,JJP,6,5,0
Adampur,Mallaipur,Rajesh Kumar,,1,6,0
Adampur,Mallaipur,Ramphal,,3,7,0
Adampur,Mallaipur,Renu Chahal Balsamand,,1,8,0
Adampur,Mallaipur,Parmod Baswana,,1,9,0
Adampur,Mallaipur,Chander Parkash S/O Raja Ram,,4,10,0
Adampur,Mallaipur,Baljeet Singh,,0,11,0
Adampur,Mallaipur,Amit,,1,12,0
Adampur,Mandi Adampur,Chander Parkash S/O Arjun Lal,INC,5343,1,1
Adampur,Mandi Adampur,Bhavya Bishnoi,BJP,7505,2,1
Adampur,Mandi Adampur,Randeep Choudaryvas,INLD,64,3,1
Adampur,Mandi Adampur,Bhupender Beniwal,,164,4,1
Adampur,Mandi Adampur,Krishan Gangwa Parjapati,JJP,57,5,0
Adampur,Mandi Adampur,Rajesh Kumar,,24,6,0
Adampur,Mandi Adampur,Ramphal,,19,7,0
Adampur,Mandi Adampur,Renu Chahal Balsamand,,17,8,0
Adampur,Mandi Adampur,Parmod Baswana,,9,9,0
Adampur,Mandi Adampur,Chander Parkash S/O Raja Ram,,7,10,0
Adampur,Mandi Adampur,Baljeet Singh,,1,11,0
Adampur,Mandi Adampur,Amit,,2,12,0
Adampur,Moda Kheda,Chander Parkash S/O Arjun Lal,INC,1764,1,1
Adampur,Moda Kheda,Bhavya Bishnoi,BJP,929,2,1
Adampur,Moda Kheda,Randeep Choudaryvas,INLD,20,3,1
Adampur,Moda Kheda,Bhupender Beniwal,,6,4,1
Adampur,Moda Kheda,Krishan Gangwa Parjapati,JJP,11,5,0
Adampur,Moda Kheda,Rajesh Kumar,,4,6,0
Adampur,Moda Kheda,Ramphal,,3,7,0
Adampur,Moda Kheda,Renu Chahal Balsamand,,1,8,0
Adampur,Moda Kheda,Parmod Baswana,,1,9,0
Adampur,Moda Kheda,Chander Parkash S/O Raja Ram,,1,10,0
Adampur,Moda Kheda,Baljeet Singh,,1,11,0
Adampur,Moda Kheda,Amit,,1,12,0
Adampur,Mohabbatpur,Chander Parkash S/O Arjun Lal,INC,1282,1,1
Adampur,Mohabbatpur,Bhavya Bishnoi,BJP,1104,2,1
Adampur,Mohabbatpur,Randeep Choudaryvas,INLD,47,3,1
Adampur,Mohabbatpur,Bhupender Beniwal,,54,4,1
Adampur,Mohabbatpur,Krishan Gangwa Parjapati,JJP,59,5,0
Adampur,Mohabbatpur,Rajesh Kumar,,7,6,0
Adampur,Mohabbatpur,Ramphal,,9,7,0
Adampur,Mohabbatpur,Renu Chahal Balsamand,,3,8,0
Adampur,Mohabbatpur,Parmod Baswana,,0,9,0
Adampur,Mohabbatpur,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Mohabbatpur,Baljeet Singh,,2,11,0
Adampur,Mohabbatpur,Amit,,0,12,0
Adampur,Mothsara,Chander Parkash S/O Arjun Lal,INC,342,1,1
Adampur,Mothsara,Bhavya Bishnoi,BJP,532,2,1
Adampur,Mothsara,Randeep Choudaryvas,INLD,16,3,1
Adampur,Mothsara,Bhupender Beniwal,,7,4,1
Adampur,Mothsara,Krishan Gangwa Parjapati,JJP,2,5,0
Adampur,Mothsara,Rajesh Kumar,,2,6,0
Adampur,Mothsara,Ramphal,,0,7,0
Adampur,Mothsara,Renu Chahal Balsamand,,0,8,0
Adampur,Mothsara,Parmod Baswana,,1,9,0
Adampur,Mothsara,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Mothsara,Baljeet Singh,,0,11,0
Adampur,Mothsara,Amit,,1,12,0
Adampur,Nyoli Khurd,Chander Parkash S/O Arjun Lal,INC,747,1,1
Adampur,Nyoli Khurd,Bhavya Bishnoi,BJP,519,2,1
Adampur,Nyoli Khurd,Randeep Choudaryvas,INLD,28,3,1
Adampur,Nyoli Khurd,Bhupender Beniwal,,4,4,1
Adampur,Nyoli Khurd,Krishan Gangwa Parjapati,JJP,128,5,0
Adampur,Nyoli Khurd,Rajesh Kumar,,3,6,0
Adampur,Nyoli Khurd,Ramphal,,0,7,0
Adampur,Nyoli Khurd,Renu Chahal Balsamand,,1,8,0
Adampur,Nyoli Khurd,Parmod Baswana,,0,9,0
Adampur,Nyoli Khurd,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Nyoli Khurd,Baljeet Singh,,0,11,0
Adampur,Nyoli Khurd,Amit,,1,12,0
Adampur,Rajiv Nagar,Chander Parkash S/O Arjun Lal,INC,401,1,1
Adampur,Rajiv Nagar,Bhavya Bishnoi,BJP,617,2,1
Adampur,Rajiv Nagar,Randeep Choudaryvas,INLD,11,3,1
Adampur,Rajiv Nagar,Bhupender Beniwal,,47,4,1
Adampur,Rajiv Nagar,Krishan Gangwa Parjapati,JJP,15,5,0
Adampur,Rajiv Nagar,Rajesh Kumar,,3,6,0
Adampur,Rajiv Nagar,Ramphal,,1,7,0
Adampur,Rajiv Nagar,Renu Chahal Balsamand,,3,8,0
Adampur,Rajiv Nagar,Parmod Baswana,,2,9,0
Adampur,Rajiv Nagar,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Rajiv Nagar,Baljeet Singh,,1,11,0
Adampur,Rajiv Nagar,Amit,,0,12,0
Adampur,Sadalpur,Chander Parkash S/O Arjun Lal,INC,2436,1,1
Adampur,Sadalpur,Bhavya Bishnoi,BJP,4456,2,1
Adampur,Sadalpur,Randeep Choudaryvas,INLD,52,3,1
Adampur,Sadalpur,Bhupender Beniwal,,26,4,1
Adampur,Sadalpur,Krishan Gangwa Parjapati,JJP,28,5,0
Adampur,Sadalpur,Rajesh Kumar,,10,6,0
Adampur,Sadalpur,Ramphal,,9,7,0
Adampur,Sadalpur,Renu Chahal Balsamand,,12,8,0
Adampur,Sadalpur,Parmod Baswana,,1,9,0
Adampur,Sadalpur,Chander Parkash S/O Raja Ram,,3,10,0
Adampur,Sadalpur,Baljeet Singh,,2,11,0
Adampur,Sadalpur,Amit,,2,12,0
Adampur,Salemgarh,Chander Parkash S/O Arjun Lal,INC,767,1,1
Adampur,Salemgarh,Bhavya Bishnoi,BJP,1094,2,1
Adampur,Salemgarh,Randeep Choudaryvas,INLD,11,3,1
Adampur,Salemgarh,Bhupender Beniwal,,8,4,1
Adampur,Salemgarh,Krishan Gangwa Parjapati,JJP,31,5,0
Adampur,Salemgarh,Rajesh Kumar,,11,6,0
Adampur,Salemgarh,Ramphal,,3,7,0
Adampur,Salemgarh,Renu Chahal Balsamand,,3,8,0
Adampur,Salemgarh,Parmod Baswana,,1,9,0
Adampur,Salemgarh,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Salemgarh,Baljeet Singh,,0,11,0
Adampur,Salemgarh,Amit,,2,12,0
Adampur,Sarangpur,Chander Parkash S/O Arjun Lal,INC,1119,1,1
Adampur,Sarangpur,Bhavya Bishnoi,BJP,1394,2,1
Adampur,Sarangpur,Randeep Choudaryvas,INLD,16,3,1
Adampur,Sarangpur,Bhupender Beniwal,,23,4,1
Adampur,Sarangpur,Krishan Gangwa Parjapati,JJP,4,5,0
Adampur,Sarangpur,Rajesh Kumar,,4,6,0
Adampur,Sarangpur,Ramphal,,1,7,0
Adampur,Sarangpur,Renu Chahal Balsamand,,3,8,0
Adampur,Sarangpur,Parmod Baswana,,0,9,0
Adampur,Sarangpur,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Sarangpur,Baljeet Singh,,0,11,0
Adampur,Sarangpur,Amit,,0,12,0
Adampur,Seeswal,Chander Parkash S/O Arjun Lal,INC,2809,1,1
Adampur,Seeswal,Bhavya Bishnoi,BJP,3774,2,1
Adampur,Seeswal,Randeep Choudaryvas,INLD,14,3,1
Adampur,Seeswal,Bhupender Beniwal,,41,4,1
Adampur,Seeswal,Krishan Gangwa Parjapati,JJP,37,5,0
Adampur,Seeswal,Rajesh Kumar,,19,6,0
Adampur,Seeswal,Ramphal,,10,7,0
Adampur,Seeswal,Renu Chahal Balsamand,,5,8,0
Adampur,Seeswal,Parmod Baswana,,2,9,0
Adampur,Seeswal,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Seeswal,Baljeet Singh,,2,11,0
Adampur,Seeswal,Amit,,0,12,0
Adampur,Sundawas,Chander Parkash S/O Arjun Lal,INC,1690,1,1
Adampur,Sundawas,Bhavya Bishnoi,BJP,829,2,1
Adampur,Sundawas,Randeep Choudaryvas,INLD,21,3,1
Adampur,Sundawas,Bhupender Beniwal,,39,4,1
Adampur,Sundawas,Krishan Gangwa Parjapati,JJP,10,5,0
Adampur,Sundawas,Rajesh Kumar,,5,6,0
Adampur,Sundawas,Ramphal,,4,7,0
Adampur,Sundawas,Renu Chahal Balsamand,,1,8,0
Adampur,Sundawas,Parmod Baswana,,0,9,0
Adampur,Sundawas,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Sundawas,Baljeet Singh,,1,11,0
Adampur,Sundawas,Amit,,0,12,0
Adampur,Telanwali,Chander Parkash S/O Arjun Lal,INC,514,1,1
Adampur,Telanwali,Bhavya Bishnoi,BJP,338,2,1
Adampur,Telanwali,Randeep Choudaryvas,INLD,11,3,1
Adampur,Telanwali,Bhupender Beniwal,,3,4,1
Adampur,Telanwali,Krishan Gangwa Parjapati,JJP,10,5,0
Adampur,Telanwali,Rajesh Kumar,,3,6,0
Adampur,Telanwali,Ramphal,,1,7,0
Adampur,Telanwali,Renu Chahal Balsamand,,0,8,0
Adampur,Telanwali,Parmod Baswana,,0,9,0
Adampur,Telanwali,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Telanwali,Baljeet Singh,,0,11,0
Adampur,Telanwali,Amit,,0,12,0
Adampur,Thaska,Chander Parkash S/O Arjun Lal,INC,818,1,1
Adampur,Thaska,Bhavya Bishnoi,BJP,841,2,1
Adampur,Thaska,Randeep Choudaryvas,INLD,12,3,1
Adampur,Thaska,Bhupender Beniwal,,8,4,1
Adampur,Thaska,Krishan Gangwa Parjapati,JJP,6,5,0
Adampur,Thaska,Rajesh Kumar,,1,6,0
Adampur,Thaska,Ramphal,,2,7,0
Adampur,Thaska,Renu Chahal Balsamand,,0,8,0
Adampur,Thaska,Parmod Baswana,,0,9,0
Adampur,Thaska,Chander Parkash S/O Raja Ram,,0,10,0
Adampur,Thaska,Baljeet Singh,,0,11,0
Adampur,Thaska,Amit,,1,12,0
Adampur,Tractor Training Center,Chander Parkash S/O Arjun Lal,INC,337,1,1
Adampur,Tractor Training Center,Bhavya Bishnoi,BJP,301,2,1
Adampur,Tractor Training Center,Randeep Choudaryvas,INLD,2,3,1
Adampur,Tractor Training Center,Bhupender Beniwal,,15,4,1
Adampur,Tractor Training Center,Krishan Gangwa Parjapati,JJP,3,5,0
Adampur,Tractor Training Center,Rajesh Kumar,,4,6,0
Adampur,Tractor Training Center,Ramphal,,3,7,0
Adampur,Tractor Training Center,Renu Chahal Balsamand,,1,8,0
Adampur,Tractor Training Center,Parmod Baswana,,0,9,0
Adampur,Tractor Training Center,Chander Parkash S/O Raja Ram,,1,10,0
Adampur,Tractor Training Center,Baljeet Singh,,1,11,0
Adampur,Tractor Training Center,Amit,,0,12,0
Ambala Cantt,Ambala Cantt,Anil Vij,BJP,1401,1,1
Ambala Cantt,Ambala Cantt,Chitra Sarwara,,785,2,1
Ambala Cantt,Ambala Cantt,Parvinder Pal Pari,INC,323,3,1
Ambala Cantt,Ambala Cantt,Onkar Singh,INLD,128,4,1
Ambala Cantt,Ambala Cantt,Avtar Singh,JJP,9,5,0
Ambala Cantt,Ambala Cantt,Dharmesh Sood Rinku,,9,6,0
Ambala Cantt,Ambala Cantt,Raj Kaur Gill,,15,7,0
Ambala Cantt,Ambala Cantt,Naveen Kumar,,4,8,0
Ambala Cantt,Ambala Cantt,Naveen Bidla,,10,9,0
Ambala Cantt,Ambala Cantt,Jaswinder Golu,,4,10,0
Ambala Cantt,Ambala Cantt,Sunil Verma,,3,11,0
Ambala Cantt,Ambala Cantt (Urban),Anil Vij,BJP,31725,1,1
Ambala Cantt,Ambala Cantt (Urban),Chitra Sarwara,,24133,2,1
Ambala Cantt,Ambala Cantt (Urban),Parvinder Pal Pari,INC,6624,3,1
Ambala Cantt,Ambala Cantt (Urban),Onkar Singh,INLD,1019,4,1
Ambala Cantt,Ambala Cantt (Urban),Avtar Singh,JJP,179,5,0
Ambala Cantt,Ambala Cantt (Urban),Dharmesh Sood Rinku,,202,6,0
Ambala Cantt,Ambala Cantt (Urban),Raj Kaur Gill,,276,7,0
Ambala Cantt,Ambala Cantt (Urban),Naveen Kumar,,144,8,0
Ambala Cantt,Ambala Cantt (Urban),Naveen Bidla,,83,9,0
Ambala Cantt,Ambala Cantt (Urban),Jaswinder Golu,,49,10,0
Ambala Cantt,Ambala Cantt (Urban),Sunil Verma,,34,11,0
Ambala Cantt,Babiyal,Anil Vij,BJP,6353,1,1
Ambala Cantt,Babiyal,Chitra Sarwara,,5730,2,1
Ambala Cantt,Babiyal,Parvinder Pal Pari,INC,1062,3,1
Ambala Cantt,Babiyal,Onkar Singh,INLD,252,4,1
Ambala Cantt,Babiyal,Avtar Singh,JJP,50,5,0
Ambala Cantt,Babiyal,Dharmesh Sood Rinku,,114,6,0
Ambala Cantt,Babiyal,Raj Kaur Gill,,54,7,0
Ambala Cantt,Babiyal,Naveen Kumar,,36,8,0
Ambala Cantt,Babiyal,Naveen Bidla,,41,9,0
Ambala Cantt,Babiyal,Jaswinder Golu,,23,10,0
Ambala Cantt,Babiyal,Sunil Verma,,21,11,0
Ambala Cantt,Barnala,Anil Vij,BJP,369,1,1
Ambala Cantt,Barnala,Chitra Sarwara,,492,2,1
Ambala Cantt,Barnala,Parvinder Pal Pari,INC,613,3,1
Ambala Cantt,Barnala,Onkar Singh,INLD,15,4,1
Ambala Cantt,Barnala,Avtar Singh,JJP,2,5,0
Ambala Cantt,Barnala,Dharmesh Sood Rinku,,8,6,0
Ambala Cantt,Barnala,Raj Kaur Gill,,13,7,0
Ambala Cantt,Barnala,Naveen Kumar,,1,8,0
Ambala Cantt,Barnala,Naveen Bidla,,3,9,0
Ambala Cantt,Barnala,Jaswinder Golu,,1,10,0
Ambala Cantt,Barnala,Sunil Verma,,0,11,0
Ambala Cantt,Boh,Anil Vij,BJP,2184,1,1
Ambala Cantt,Boh,Chitra Sarwara,,1994,2,1
Ambala Cantt,Boh,Parvinder Pal Pari,INC,740,3,1
Ambala Cantt,Boh,Onkar Singh,INLD,97,4,1
Ambala Cantt,Boh,Avtar Singh,JJP,18,5,0
Ambala Cantt,Boh,Dharmesh Sood Rinku,,279,6,0
Ambala Cantt,Boh,Raj Kaur Gill,,15,7,0
Ambala Cantt,Boh,Naveen Kumar,,8,8,0
Ambala Cantt,Boh,Naveen Bidla,,12,9,0
Ambala Cantt,Boh,Jaswinder Golu,,4,10,0
Ambala Cantt,Boh,Sunil Verma,,6,11,0
Ambala Cantt,Brahman Majra,Anil Vij,BJP,148,1,1
Ambala Cantt,Brahman Majra,Chitra Sarwara,,240,2,1
Ambala Cantt,Brahman Majra,Parvinder Pal Pari,INC,51,3,1
Ambala Cantt,Brahman Majra,Onkar Singh,INLD,79,4,1
Ambala Cantt,Brahman Majra,Avtar Singh,JJP,36,5,0
Ambala Cantt,Brahman Majra,Dharmesh Sood Rinku,,2,6,0
Ambala Cantt,Brahman Majra,Raj Kaur Gill,,0,7,0
Ambala Cantt,Brahman Majra,Naveen Kumar,,2,8,0
Ambala Cantt,Brahman Majra,Naveen Bidla,,2,9,0
Ambala Cantt,Brahman Majra,Jaswinder Golu,,0,10,0
Ambala Cantt,Brahman Majra,Sunil Verma,,0,11,0
Ambala Cantt,Dhankaur,Anil Vij,BJP,384,1,1
Ambala Cantt,Dhankaur,Chitra Sarwara,,309,2,1
Ambala Cantt,Dhankaur,Parvinder Pal Pari,INC,207,3,1
Ambala Cantt,Dhankaur,Onkar Singh,INLD,9,4,1
Ambala Cantt,Dhankaur,Avtar Singh,JJP,0,5,0
Ambala Cantt,Dhankaur,Dharmesh Sood Rinku,,3,6,0
Ambala Cantt,Dhankaur,Raj Kaur Gill,,0,7,0
Ambala Cantt,Dhankaur,Naveen Kumar,,1,8,0
Ambala Cantt,Dhankaur,Naveen Bidla,,2,9,0
Ambala Cantt,Dhankaur,Jaswinder Golu,,2,10,0
Ambala Cantt,Dhankaur,Sunil Verma,,1,11,0
Ambala Cantt,Dundli,Anil Vij,BJP,176,1,1
Ambala Cantt,Dundli,Chitra Sarwara,,462,2,1
Ambala Cantt,Dundli,Parvinder Pal Pari,INC,114,3,1
Ambala Cantt,Dundli,Onkar Singh,INLD,16,4,1
Ambala Cantt,Dundli,Avtar Singh,JJP,2,5,0
Ambala Cantt,Dundli,Dharmesh Sood Rinku,,0,6,0
Ambala Cantt,Dundli,Raj Kaur Gill,,2,7,0
Ambala Cantt,Dundli,Naveen Kumar,,3,8,0
Ambala Cantt,Dundli,Naveen Bidla,,0,9,0
Ambala Cantt,Dundli,Jaswinder Golu,,0,10,0
Ambala Cantt,Dundli,Sunil Verma,,0,11,0
Ambala Cantt,Garnala,Anil Vij,BJP,375,1,1
Ambala Cantt,Garnala,Chitra Sarwara,,725,2,1
Ambala Cantt,Garnala,Parvinder Pal Pari,INC,287,3,1
Ambala Cantt,Garnala,Onkar Singh,INLD,78,4,1
Ambala Cantt,Garnala,Avtar Singh,JJP,2,5,0
Ambala Cantt,Garnala,Dharmesh Sood Rinku,,3,6,0
Ambala Cantt,Garnala,Raj Kaur Gill,,3,7,0
Ambala Cantt,Garnala,Naveen Kumar,,5,8,0
Ambala Cantt,Garnala,Naveen Bidla,,5,9,0
Ambala Cantt,Garnala,Jaswinder Golu,,3,10,0
Ambala Cantt,Garnala,Sunil Verma,,2,11,0
Ambala Cantt,Ghasitpur,Anil Vij,BJP,545,1,1
Ambala Cantt,Ghasitpur,Chitra Sarwara,,512,2,1
Ambala Cantt,Ghasitpur,Parvinder Pal Pari,INC,172,3,1
Ambala Cantt,Ghasitpur,Onkar Singh,INLD,49,4,1
Ambala Cantt,Ghasitpur,Avtar Singh,JJP,13,5,0
Ambala Cantt,Ghasitpur,Dharmesh Sood Rinku,,0,6,0
Ambala Cantt,Ghasitpur,Raj Kaur Gill,,3,7,0
Ambala Cantt,Ghasitpur,Naveen Kumar,,9,8,0
Ambala Cantt,Ghasitpur,Naveen Bidla,,2,9,0
Ambala Cantt,Ghasitpur,Jaswinder Golu,,2,10,0
Ambala Cantt,Ghasitpur,Sunil Verma,,1,11,0
Ambala Cantt,Janetpur,Anil Vij,BJP,148,1,1
Ambala Cantt,Janetpur,Chitra Sarwara,,255,2,1
Ambala Cantt,Janetpur,Parvinder Pal Pari,INC,170,3,1
Ambala Cantt,Janetpur,Onkar Singh,INLD,1,4,1
Ambala Cantt,Janetpur,Avtar Singh,JJP,0,5,0
Ambala Cantt,Janetpur,Dharmesh Sood Rinku,,0,6,0
Ambala Cantt,Janetpur,Raj Kaur Gill,,2,7,0
Ambala Cantt,Janetpur,Naveen Kumar,,1,8,0
Ambala Cantt,Janetpur,Naveen Bidla,,1,9,0
Ambala Cantt,Janetpur,Jaswinder Golu,,0,10,0
Ambala Cantt,Janetpur,Sunil Verma,,0,11,0
Ambala Cantt,Kalalhedi,Anil Vij,BJP,949,1,1
Ambala Cantt,Kalalhedi,Chitra Sarwara,,913,2,1
Ambala Cantt,Kalalhedi,Parvinder Pal Pari,INC,573,3,1
Ambala Cantt,Kalalhedi,Onkar Singh,INLD,32,4,1
Ambala Cantt,Kalalhedi,Avtar Singh,JJP,3,5,0
Ambala Cantt,Kalalhedi,Dharmesh Sood Rinku,,6,6,0
Ambala Cantt,Kalalhedi,Raj Kaur Gill,,6,7,0
Ambala Cantt,Kalalhedi,Naveen Kumar,,3,8,0
Ambala Cantt,Kalalhedi,Naveen Bidla,,1,9,0
Ambala Cantt,Kalalhedi,Jaswinder Golu,,2,10,0
Ambala Cantt,Kalalhedi,Sunil Verma,,0,11,0
Ambala Cantt,Kardhan,Anil Vij,BJP,4485,1,1
Ambala Cantt,Kardhan,Chitra Sarwara,,3399,2,1
Ambala Cantt,Kardhan,Parvinder Pal Pari,INC,587,3,1
Ambala Cantt,Kardhan,Onkar Singh,INLD,291,4,1
Ambala Cantt,Kardhan,Avtar Singh,JJP,373,5,0
Ambala Cantt,Kardhan,Dharmesh Sood Rinku,,38,6,0
Ambala Cantt,Kardhan,Raj Kaur Gill,,25,7,0
Ambala Cantt,Kardhan,Naveen Kumar,,24,8,0
Ambala Cantt,Kardhan,Naveen Bidla,,16,9,0
Ambala Cantt,Kardhan,Jaswinder Golu,,17,10,0
Ambala Cantt,Kardhan,Sunil Verma,,12,11,0
Ambala Cantt,Khatoli,Anil Vij,BJP,313,1,1
Ambala Cantt,Khatoli,Chitra Sarwara,,339,2,1
Ambala Cantt,Khatoli,Parvinder Pal Pari,INC,209,3,1
Ambala Cantt,Khatoli,Onkar Singh,INLD,87,4,1
Ambala Cantt,Khatoli,Avtar Singh,JJP,1,5,0
Ambala Cantt,Khatoli,Dharmesh Sood Rinku,,2,6,0
Ambala Cantt,Khatoli,Raj Kaur Gill,,8,7,0
Ambala Cantt,Khatoli,Naveen Kumar,,6,8,0
Ambala Cantt,Khatoli,Naveen Bidla,,2,9,0
Ambala Cantt,Khatoli,Jaswinder Golu,,3,10,0
Ambala Cantt,Khatoli,Sunil Verma,,1,11,0
Ambala Cantt,Khojkipur,Anil Vij,BJP,1020,1,1
Ambala Cantt,Khojkipur,Chitra Sarwara,,720,2,1
Ambala Cantt,Khojkipur,Parvinder Pal Pari,INC,203,3,1
Ambala Cantt,Khojkipur,Onkar Singh,INLD,6,4,1
Ambala Cantt,Khojkipur,Avtar Singh,JJP,35,5,0
Ambala Cantt,Khojkipur,Dharmesh Sood Rinku,,1,6,0
Ambala Cantt,Khojkipur,Raj Kaur Gill,,10,7,0
Ambala Cantt,Khojkipur,Naveen Kumar,,1,8,0
Ambala Cantt,Khojkipur,Naveen Bidla,,4,9,0
Ambala Cantt,Khojkipur,Jaswinder Golu,,0,10,0
Ambala Cantt,Khojkipur,Sunil Verma,,4,11,0
Ambala Cantt,Machhonda,Anil Vij,BJP,2302,1,1
Ambala Cantt,Machhonda,Chitra Sarwara,,2441,2,1
Ambala Cantt,Machhonda,Parvinder Pal Pari,INC,350,3,1
Ambala Cantt,Machhonda,Onkar Singh,INLD,111,4,1
Ambala Cantt,Machhonda,Avtar Singh,JJP,12,5,0
Ambala Cantt,Machhonda,Dharmesh Sood Rinku,,10,6,0
Ambala Cantt,Machhonda,Raj Kaur Gill,,9,7,0
Ambala Cantt,Machhonda,Naveen Kumar,,19,8,0
Ambala Cantt,Machhonda,Naveen Bidla,,8,9,0
Ambala Cantt,Machhonda,Jaswinder Golu,,11,10,0
Ambala Cantt,Machhonda,Sunil Verma,,0,11,0
Ambala Cantt,Mandaur,Anil Vij,BJP,393,1,1
Ambala Cantt,Mandaur,Chitra Sarwara,,462,2,1
Ambala Cantt,Mandaur,Parvinder Pal Pari,INC,382,3,1
Ambala Cantt,Mandaur,Onkar Singh,INLD,29,4,1
Ambala Cantt,Mandaur,Avtar Singh,JJP,1,5,0
Ambala Cantt,Mandaur,Dharmesh Sood Rinku,,6,6,0
